individual	chr16:56506036:56506120:cluster27685	chr16:56506036:56509957:cluster27685	chr16:56506224:56509957:cluster27685
GTEX-17GQL	76	56	58
GTEX-1IDJD	54	0	60
GTEX-132NY	74	0	76
GTEX-14ABY	77	0	84
GTEX-13OVL	55	0	62
GTEX-139TU	106	0	109
GTEX-ZYY3	51	0	61
GTEX-QEG4	57	0	58
GTEX-ZYT6	61	0	74
GTEX-1KD4Q	52	0	58
GTEX-14PJO	34	0	42
GTEX-1AX8Z	32	0	31
GTEX-14A6H	79	0	86
GTEX-11EQ9	66	0	79
GTEX-13OW5	54	0	65
GTEX-ZQG8	74	0	79
GTEX-1GN1V	48	0	50
GTEX-ZF28	75	0	82
GTEX-14BMV	60	0	65
GTEX-XPT6	82	0	84
GTEX-U4B1	55	0	62
GTEX-1F75W	84	0	97
GTEX-17F96	135	0	144
GTEX-1B8KE	27	0	26
GTEX-14JG6	42	0	47
GTEX-1C64N	69	0	74
GTEX-1CB4G	58	0	70
GTEX-1122O	81	0	86
GTEX-1LB8K	82	0	84
GTEX-T5JW	121	0	143
GTEX-1LC47	120	0	125
GTEX-12ZZZ	43	0	49
GTEX-15UF6	67	0	74
GTEX-1I6K7	117	0	134
GTEX-11EMC	96	0	108
GTEX-1399R	52	0	63
GTEX-15UF7	54	0	61
GTEX-113JC	50	0	50
GTEX-13CF2	62	0	64
GTEX-13RTK	25	0	32
GTEX-1A32A	64	0	71
GTEX-1C6VQ	85	0	92
GTEX-11NUK	54	0	66
GTEX-13W3W	66	0	80
GTEX-1313W	71	0	86
GTEX-1GMR3	65	0	73
GTEX-XBEW	102	0	107
GTEX-183FY	37	0	44
GTEX-111FC	40	0	49
GTEX-1KD5A	140	0	162
GTEX-1LSNL	66	0	80
GTEX-ZLV1	57	0	66
GTEX-OHPN	95	0	98
GTEX-18A6Q	92	0	102
GTEX-13FTZ	40	0	44
GTEX-17EUY	67	0	69
GTEX-169BO	86	0	104
GTEX-WK11	83	0	98
GTEX-1GN1W	97	0	106
GTEX-OHPL	60	0	68
GTEX-1211K	65	0	74
GTEX-TMMY	162	0	182
GTEX-1N2DW	52	0	58
GTEX-13O3O	55	0	63
GTEX-1C2JI	108	0	119
GTEX-1K2DA	141	0	161
GTEX-18D9A	48	0	48
GTEX-1LH75	78	0	85
GTEX-WEY5	131	0	140
GTEX-1F75A	104	0	107
GTEX-146FQ	83	0	96
GTEX-13G51	27	0	30
GTEX-WYJK	85	0	96
GTEX-1B97I	68	0	70
GTEX-OXRK	48	0	50
GTEX-15RIG	92	0	94
GTEX-WRHK	100	0	116
GTEX-QEG5	25	0	29
GTEX-17HII	52	0	52
GTEX-11ZVC	100	0	113
GTEX-1339X	30	0	36
GTEX-17HGU	55	0	59
GTEX-1CB4F	40	0	43
GTEX-17EVQ	128	0	139
GTEX-14BIL	75	0	88
GTEX-18A67	69	0	77
GTEX-1GMRU	93	0	97
GTEX-OIZH	76	0	80
GTEX-1269C	43	0	46
GTEX-1LVA9	61	0	73
GTEX-1LSNM	85	0	91
GTEX-13OVH	99	0	115
GTEX-1EU9M	82	0	93
GTEX-1AX9J	53	0	62
GTEX-1R9K4	101	0	112
GTEX-1QEPI	88	0	98
GTEX-ZC5H	58	0	63
GTEX-Y5LM	68	0	80
GTEX-11EI6	45	0	46
GTEX-17KNJ	48	0	52
GTEX-QDT8	108	0	127
GTEX-1M5QR	65	0	75
GTEX-XPVG	108	0	112
GTEX-1JN6P	101	0	115
GTEX-ZT9X	69	0	75
GTEX-P4PQ	83	0	87
GTEX-1IDJF	76	0	78
GTEX-1GN73	126	0	133
GTEX-183WM	34	0	36
GTEX-11LCK	52	0	63
GTEX-RTLS	77	0	85
GTEX-XBEC	49	0	56
GTEX-15CHC	100	0	113
GTEX-1QCLZ	74	0	84
GTEX-ZTPG	64	0	72
GTEX-1399U	73	0	83
GTEX-16GPK	63	0	76
GTEX-1PIEJ	60	0	67
GTEX-15CHR	37	0	39
GTEX-13112	63	0	70
GTEX-18A7A	64	0	70
GTEX-WOFL	117	0	133
GTEX-1GZ4I	118	0	126
GTEX-1PBJJ	45	0	53
GTEX-1QP2A	60	0	67
GTEX-R55G	24	0	29
GTEX-16XZY	63	0	68
GTEX-13X6H	91	0	100
GTEX-OIZG	61	0	63
GTEX-1F52S	86	0	90
GTEX-144GM	42	0	51
GTEX-1LVAM	78	0	83
GTEX-1R9PO	97	0	104
GTEX-16XZZ	114	0	127
GTEX-T8EM	128	0	144
GTEX-17HHE	65	0	71
GTEX-ZPCL	73	0	84
GTEX-WOFM	112	0	127
GTEX-1C4CL	33	0	40
GTEX-U3ZM	94	0	113
GTEX-1A8G6	111	0	122
GTEX-13VXU	88	0	91
GTEX-SNMC	102	0	116
GTEX-15SHV	134	0	152
GTEX-15SB6	65	0	74
GTEX-13RTJ	60	0	68
GTEX-R55C	53	0	61
GTEX-14PJ6	58	0	69
GTEX-1CB4E	66	0	73
GTEX-1B8KZ	82	0	84
GTEX-1EH9U	90	0	99
GTEX-139YR	40	0	46
GTEX-1445S	92	0	109
GTEX-15SKB	118	0	127
GTEX-WY7C	108	0	118
GTEX-VUSG	66	0	77
GTEX-11ZTT	68	0	73
GTEX-12WSL	74	0	81
GTEX-1GPI6	77	0	78
GTEX-111YS	72	0	74
GTEX-14H4A	77	0	86
GTEX-139TS	86	0	99
GTEX-1O9I2	99	0	110
GTEX-1CAMQ	72	0	80
GTEX-1B8L1	48	0	53
GTEX-13QJ3	121	0	132
GTEX-1PIIG	49	0	51
GTEX-ZVE1	96	0	108
GTEX-17JCI	85	0	93
GTEX-11XUK	39	0	48
GTEX-WRHU	136	0	147
GTEX-WHSE	33	0	38
GTEX-14XAO	27	0	33
GTEX-1GN2E	72	0	74
GTEX-ZGAY	83	0	98
GTEX-17EVP	36	0	38
GTEX-ZVT4	45	0	53
GTEX-12WSF	117	0	129
GTEX-1CB4I	57	0	62
GTEX-1R9JW	116	0	134
GTEX-13X6K	105	0	125
GTEX-1A8G7	71	0	84
GTEX-1B932	41	0	49
GTEX-QDVJ	28	0	32
GTEX-1EX96	34	0	42
GTEX-TKQ2	124	0	128
GTEX-RM2N	61	0	74
GTEX-1S82U	43	0	51
GTEX-WFG7	24	0	24
GTEX-15RIE	68	0	70
GTEX-WFG8	48	0	57
GTEX-13FHO	62	0	71
GTEX-1R7EV	44	0	50
GTEX-1JKYR	138	0	164
GTEX-1477Z	54	0	58
GTEX-Y5V6	91	0	105
GTEX-XAJ8	31	0	37
GTEX-ZF29	114	0	118
GTEX-1CB4J	82	0	98
GTEX-13NZB	48	0	57
GTEX-13PVQ	44	0	50
GTEX-17HHY	64	0	65
GTEX-11GS4	36	0	43
GTEX-1QP67	72	0	79
GTEX-ZVT3	62	0	65
GTEX-S95S	39	0	39
GTEX-XV7Q	43	0	50
